Item Link,Brand,Title,Category,BSR,Monthly Revenue,Price,Unit Margin,Monthly Sales,Review Quantity,Review Rate,Average Rating,Sold By,Sales / Reviews,Date Listed,Net Profit,Outlier Reason,Images,New Offers,Used Offers,Height,Width,Length,Weight,Size Tier,ASIN,Last 12 Months Sales,Last 12 Months Revenue,Next 12 Months Sales,Next 12 Months Revenue
https://www.amazon.com/dp/B07CYJDG56,COOFANDY,"COOFANDY Mens Fashion T Shirt Cotton Tee Hippie Shirts Long Sleeve Yoga Top,White,Medium","Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops/Big & Tall/Shirts/T-Shirts",25594,"$16,673.05",$23.99,$17.12,695,214,0.25,4.1,FBA,3.25,2018-05-09,"$11,898.40",,"61wmpNtnVVL.jpg, 71ry9QeSC-L.jpg, 61hU8DlYV3L.jpg, 81mblfHpNWL.jpg, 71%2Bfcqsrs8L.jpg, 81cKu5a0V5L.jpg, 61z3yuwXUJL.jpg",,,1.3386in,10.6299in,14.685in,0.6107lb,LargeStandardSize,B07CYJDG56,25148,"$603,300.52",18788,"$450,724.12"
https://www.amazon.com/dp/B07QR1J6GT,COOFANDY,COOFANDY Mens Fashion T Shirt Cotton Tee Hippie Shirts Beach Yoga String Top Black,"Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops/Big & Tall/Shirts/T-Shirts",25594,"$16,505.12",$23.99,$17.12,688,192,0.157,4.1,FBA,3.58,--,"$11,778.56",,"61xtrcb4xvL.jpg, 61eeMQxU73L.jpg, 61RWIu6lGSL.jpg, 71DrZ-x3nxL.jpg, 61PTJvQhhRL.jpg, 71Q1qekaqxL.jpg, 61z3yuwXUJL.jpg",,,1.3386in,10.6299in,14.685in,0.6107lb,LargeStandardSize,B07QR1J6GT,,,,
https://www.amazon.com/dp/B07XXZMR96,COOFANDY,COOFANDY Mens Fashion T Shirt Cotton Tee Hippie Shirts V-Neck Long Sleeve Yoga Top for Men Brown,"Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",25594,"$15,809.41",$23.99,$17.12,659,214,0,4.1,FBA,3.08,--,"$11,282.08",,"71NE8kC0nqL.jpg, 71CiJ7ebHXL.jpg, 71GNClfwUtL.jpg, 81Y%2BhZzkIYL.jpg, 81DcFP5XxbL.jpg, 81xIg1UanpL.jpg, 61z3yuwXUJL.jpg",,,1.1811in,12.7559in,13.8976in,0.6107lb,LargeStandardSize,B07XXZMR96,,,,
https://www.amazon.com/dp/B07S981DNF,COOFANDY,COOFANDY Mens Fashion T Shirt Cotton Tee Hippie Shirts Long Sleeve Beach Yoga Top Charcoal,"Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops/Big & Tall/Shirts/T-Shirts",25594,"$14,403.45",$21.99,$15.42,655,214,0,4.1,FBA,3.06,--,"$10,100.10",,"71yjv%2B4o-LL.jpg, 71nqJqtuVpL.jpg, 71q9GKcB0kL.jpg, 719uVh0VHuL.jpg, 718yVB3lHoL.jpg, 81-6qo2l0wL.jpg, 61z3yuwXUJL.jpg",,,1.3386in,10.6299in,14.685in,0.6107lb,LargeStandardSize,B07S981DNF,,,,
https://www.amazon.com/dp/B07QNTLZG1,COOFANDY,COOFANDY Mens Fashion T Shirt Cotton Tee Hippie Shirts Long Sleeve Beach Yoga Top,"Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops/Big & Tall/Shirts/T-Shirts",25594,"$15,953.35",$23.99,$17.12,665,214,0.257,4.1,FBA,3.11,--,"$11,384.80",,"714qMfcJ0XL.jpg, 71QXaJ-tXHL.jpg, 71XO5j9jTlL.jpg, 81r2sK28LRL.jpg, 81vW0r3WfkL.jpg, 81FO-JUIKyL.jpg, 61z3yuwXUJL.jpg",,,1.3386in,10.6299in,14.685in,0.6107lb,LargeStandardSize,B07QNTLZG1,,,,
https://www.amazon.com/dp/B07X2VS7TB,COOFANDY,COOFANDY Mens Fashion T Shirt Cotton Tee Hippie Shirts Long Sleeve Beach Yoga Top,"Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",25594,"$15,449.28",$22.99,$16.27,672,214,0,4.1,FBA,3.14,--,"$10,933.44",,"61B7HFcRpeL.jpg, 31PAEPxE4IL.jpg, 61UXf8Vo8eL.jpg, 614-Ve1aoxL.jpg, 81B5IwGflfL.jpg, 81wNQiCQi3L.jpg, 81bTDgu-kuL.jpg",,,1.1811in,12.7559in,13.8976in,0.6107lb,LargeStandardSize,B07X2VS7TB,,,,
https://www.amazon.com/dp/B078HKX69K,Ann Arbor T-shirt Co.,"Let That Shit Go | Funny Zen Buddha Yoga Mindfulness Yogi Peace Hippy T-Shirt-(Adult,XL) Heather Grey","Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men/Shirts/T-Shirts",64099,"$7,654.40",$14.95,$9.44,512,121,0.053,4.3,FBA,4.23,2017-12-19,"$4,833.28",,"81LBcmGnX2L.jpg, 81iF1XxIiEL.jpg, 81jVSQz%2BcwL.jpg, 81-Jbfo89-L.jpg, 91-DPAXj1ZL.jpg, 71wnoa-zhjL.jpg",,,1.811in,10.7874in,10.7874in,0.399lb,LargeStandardSize,B078HKX69K,3978,"$59,471.10",2972,"$44,431.40"
https://www.amazon.com/dp/B07P614M83,Ann Arbor T-shirt Co.,"Let That Sht Go | Funny Zen Buddha Yoga Mindfulness Peace Hippy Women's T-Shirt-(Vneck,L)","Clothing, Shoes & Jewelry/Departments/Women/Clothing & Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women/Tops & Tees/T-Shirts",39688,"$15,068.55",$16.95,$11.19,889,124,0.121,4.6,FBA,7.17,2019-02-28,"$9,947.91",,"81lrHrz2S9L.jpg, 81CPjWgz80L.jpg, 81FUWko2KZL.jpg, 81iZSi168XL.jpg, 81DA-vEYnYL.jpg, 71gQpi-7f3L.jpg",,,1.2992in,6.8898in,9.4882in,0.0507lb,LargeStandardSize,B07P614M83,,,,
https://www.amazon.com/dp/B07WHZM2VV,Ann Arbor T-shirt Co.,"Ann Arbor T-shirt Co. Let That Sht Go | Funny Zen Buddha Yoga Mindfulness Peace Hippy Women's Tank Top-(Racerback,M)","Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women/Tops & Tees/Tanks & Camis",39688,"$14,966.85",$16.95,$11.98,883,124,0.034,4.6,FBA,7.12,--,"$10,578.34",,"91hKvFSLgfL.jpg, 81DnIyuOfZL.jpg, 81a573Bee4L.jpg, 81w8J8s2WeL.jpg, 91cTRHRgSML.jpg, 71gQpi-7f3L.jpg",,,0.7087in,7.7165in,8.5827in,0.2491lb,SmallStandardSize,B07WHZM2VV,,,,
https://www.amazon.com/dp/B07DB487B2,Buddha Jumps Over The Wall,Gautama Buddha T-Shirt Buddhist Zen Buddhism Meditation Tee,"Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Girls & Clothing, Shoes & Jewelry/Departments/Boys & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Girls & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Boys",681272,$569.10,$18.97,$12.90,30,2,0.1,4.7,AMZN,15,2018-05-25,$387.00,Sales,"71tq%2BL4LhFL.jpg, 71735wVHxxL.jpg",,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07DB487B2,358,"$6,791.26",,
https://www.amazon.com/dp/B07SR7GFV4,JiaMa,JiaMa I'm Mostly Peace Love and Light T-Shirt - Retro Vintage Sunshine for Yoga Lovers Meditation and Spirituality Tee Black,"Clothing, Shoes & Jewelry/Departments/Women/Clothing/Tops, Tees & Blouses/T-Shirts & Clothing, Shoes & Jewelry/Departments/Women/Shops",505043,"$2,080.75",$11.89,$6.90,175,10,0.154,4.3,FBA,17.5,--,"$1,207.50",,"51s2-DJ9z4L.jpg, 51wkS1iFzPL.jpg, 51xj-t7fIzL.jpg, 516Vp81n52L.jpg",,,1.1024in,7.3228in,7.5984in,0.3704lb,LargeStandardSize,B07SR7GFV4,,,,
https://www.amazon.com/dp/B07ST8BXWZ,JiaMa,JiaMa I'm Mostly Peace Love and Light T-Shirt - Retro Vintage Sunshine for Yoga Lovers Meditation and Spirituality Tee Grey,"Clothing, Shoes & Jewelry/Departments/Women/Clothing/Tops, Tees & Blouses/T-Shirts & Clothing, Shoes & Jewelry/Departments/Women/Shops",505043,"$1,807.28",$11.89,$6.90,152,10,0,4.3,FBA,15.2,--,"$1,048.80",,"61g%2Bqe-ISqL.jpg, 61virH5H6qL.jpg, 51xj-t7fIzL.jpg, 61xhNg2z55L.jpg",,,1.1024in,7.3228in,7.5984in,0.3704lb,LargeStandardSize,B07ST8BXWZ,,,,
https://www.amazon.com/dp/B07ST8L49F,JiaMa,JiaMa I'm Mostly Peace Love and Light T-Shirt - Retro Vintage Sunshine for Yoga Lovers Meditation and Spirituality Tee White,"Clothing, Shoes & Jewelry/Departments/Women/Clothing/Tops, Tees & Blouses/T-Shirts & Clothing, Shoes & Jewelry/Departments/Women/Shops",505043,"$1,997.52",$11.89,$6.90,168,10,0,4.3,FBA,16.8,--,"$1,159.20",,"61F77DMlp5L.jpg, 51KTcrdrdGL.jpg, 51xj-t7fIzL.jpg, 51lazJwwenL.jpg",,,1.1024in,7.3228in,7.5984in,0.3704lb,LargeStandardSize,B07ST8L49F,,,,
https://www.amazon.com/dp/B07KVQ1GM6,Spiritual Yoga Apparel,Funny Heavily Meditated Yoga Meditation T-Shirt,"Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Girls/Tops & Tees/T-Shirts",180466,"$1,919.04",$19.99,$13.77,96,20,0.063,4.8,AMZN,4.8,2017-08-08,"$1,321.92",,"71erI85qoBL.jpg, 71735wVHxxL.jpg",,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07KVQ1GM6,1026,"$20,509.74",766,"$15,312.34"
https://www.amazon.com/dp/B07NDH9ZC9,Wrinkled Hippie,Chakra Meditation Moon Tree of Life  T-Shirt,"Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men/Shirts/T-Shirts",1149884,$485.73,$17.99,$12.07,27,9,0.333,4.4,AMZN,3,--,$325.89,Sales,"818q7cJtPDL.jpg, 71735wVHxxL.jpg",,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07NDH9ZC9,,,,
https://www.amazon.com/dp/B07C9S9Y19,Zen AF Yoga Funny T Shirts,Zen AF T-Shirt Cute Yoga Clothes Funny Gifts For Women,"Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Girls & Clothing, Shoes & Jewelry/Departments/Boys & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women/Tops & Tees/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Girls/Tops & Tees/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Boys/Tops & Tees/T-Shirts",100690,"$3,326.40",$14.85,$9.40,224,42,0.201,4.5,AMZN,5.33,2018-03-30,"$2,105.60",,"71j5CdW%2BLgL.jpg, 71735wVHxxL.jpg",,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07C9S9Y19,2338,"$34,719.30",1746,"$25,928.10"
https://www.amazon.com/dp/B07K1RLGLT,Law Of Attraction Clothing Shirt,Law Of Attraction Spiritual Buddha Meditation Quote T-shirt,"Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Girls & Clothing, Shoes & Jewelry/Departments/Boys & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Girls/Tops & Tees/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Boys",409033,"$1,059.47",$19.99,$13.77,53,3,0.113,5,AMZN,17.67,2018-10-30,$729.81,,"71h6DN4f4LL.jpg, 71735wVHxxL.jpg",,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07K1RLGLT,531,"$10,614.69",396,"$7,916.04"
https://www.amazon.com/dp/B0768F8DT9,Love Quality,"Love Quality Men's Summer T-Shirt 100% Cotton Hippie Shirt V-Neck Beach Yoga Top (Large, Brown)","Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",13298,"$10,328.11",$14.99,$9.51,689,492,0.222,3.8,FBA,1.4,2016-08-07,"$6,552.39",,81jFjDuRv2L.jpg,,,1.6142in,6.6142in,8.8976in,0.2491lb,LargeStandardSize,B0768F8DT9,17339,"$259,911.61",12954,"$194,180.46"
https://www.amazon.com/dp/B07CT1NQXR,Love Quality,"Love Quality Men's Summer T-Shirt 100% Cotton Hippie Shirt V-Neck Beach Yoga Top (Small, Brick)","Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",15302,"$10,103.26",$14.99,$9.51,674,492,0,3.8,FBA,1.37,--,"$6,409.74",,81GFksC6hLL.jpg,,,1.6142in,6.6142in,8.8976in,0.2491lb,LargeStandardSize,B07CT1NQXR,,,,
https://www.amazon.com/dp/B073P1QZ9S,Love Quality,"Love Quality Men's Summer T-Shirt 100% Cotton Thai Hippie Shirt V-Neck Beach Yoga Top (Small, Dark Grey)","Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",15302,"$9,983.34",$14.99,$9.51,666,492,0.113,3.8,FBA,1.35,2016-08-07,"$6,333.66",,"81HKJgXjr6L.jpg, 91w4hQIsY4L.jpg",,,1.6142in,6.6142in,8.8976in,0.2491lb,LargeStandardSize,B073P1QZ9S,17068,"$255,849.32",12751,"$191,137.49"
https://www.amazon.com/dp/B0722NWBMT,Love Quality,"Love Quality Men's Summer T-Shirt 100% Cotton Hippie Shirt V-Neck Beach Yoga Top (Small, Green)","Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",13298,"$9,548.63",$14.99,$9.51,637,492,0,3.8,FBA,1.29,2016-08-07,"$6,057.87",,51%2BcJenN23L.jpg,,,1.8898in,6.2992in,9.2913in,0.2491lb,LargeStandardSize,B0722NWBMT,17189,"$257,663.11",12842,"$192,501.58"
https://www.amazon.com/dp/B072L6K72S,Love Quality,"Love Quality Men's Summer T-Shirt 100% Cotton Thai Hippie Shirt V-Neck Beach Yoga Top (Small, Navy Blue)","Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",15302,"$10,522.98",$14.99,$9.51,702,492,0,3.8,FBA,1.43,2016-08-07,"$6,676.02",,51D4vLSZDoL.jpg,,,1.6142in,6.6142in,8.8976in,0.2491lb,LargeStandardSize,B072L6K72S,17014,"$255,039.86",12711,"$190,537.89"
https://www.amazon.com/dp/B074XQDDXW,Love Quality,"Love Quality Men's Summer T-Shirt 100% Cotton Hippie Shirt V-Neck Beach Yoga Top (Small, Beige)","Clothing, Shoes & Jewelry/Departments/Men/Clothing/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Men/Shops",15302,"$10,148.23",$14.99,$9.51,677,492,0.177,3.8,FBA,1.38,--,"$6,438.27",,81PYu2EFgZL.jpg,,,1.6142in,6.6142in,8.8976in,0.2491lb,LargeStandardSize,B074XQDDXW,16891,"$253,196.09",12619,"$189,158.81"
https://www.amazon.com/dp/B018JWXQA6,Love Quality,"Men's Summer T-Shirt 100% Cotton Thai Hippie Shirt V-Neck Beach Yoga Top (Large, White)","Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men/Shirts/T-Shirts",16707,"$11,497.33",$14.99,$9.48,767,1344,0.544,3.6,FBA,0.57,2015-11-26,"$7,271.16",,"71gyBB048JL.jpg, 41lskE-WelL.jpg, 419O91KQYjL.jpg, 61mJOAi5%2BnL.jpg, 51FzDio5fVL.jpg",,,1.6142in,8.7008in,12.5197in,0.2006lb,LargeStandardSize,B018JWXQA6,21715,"$325,507.85",16223,"$243,182.77"
https://www.amazon.com/dp/B07KW29NWG,Fine Art Tees,Meditation Buddha T Shirt gift idea for men and women,"Clothing, Shoes & Jewelry/Departments/Women & Clothing, Shoes & Jewelry/Departments/Men & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women/Tops & Tees/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men",422713,$988.90,$15.95,$10.34,62,9,0,4.1,AMZN,6.89,2017-06-01,$641.08,,"71IEvLUUq1L.jpg, 71735wVHxxL.jpg",,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07KW29NWG,404,"$6,443.80",,
https://www.amazon.com/dp/B07PFLCKB8,begrateful,Meditation: It's Not What You Think - T-Shirt,"Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women/Tops & Tees/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men/Shirts/T-Shirts",2277728,$19.79,$19.79,$13.60,1,1,0,5,AMZN,1,2017-04-21,$13.60,,"61IZCl7oCML.jpg, 71735wVHxxL.jpg",,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07PFLCKB8,,,,
https://www.amazon.com/dp/B01MYX9S2I,TREELANCE,TREELANCE Organic Cotton Yoga Tank Tops White Moon Yoga Shirts for Women Medium,"Sports & Outdoors/Categories/Sports & Fitness/Exercise & Fitness/Yoga/Clothing/Women/Shirts & Sports & Outdoors/Categories/Sports & Fitness/Clothing/Women/Shirts & Sports & Outdoors/Sports & Fitness Features & Clothing, Shoes & Jewelry/Departments/Women/Clothing/Active/Active Shirts & Tees & Clothing, Shoes & Jewelry/Departments/Women/Shops",24729,"$9,345.32",$13.99,$8.66,668,392,0.121,4.2,FBA,1.7,2016-12-07,"$5,784.88",,"71XdBLY2tiL.jpg, 718uBFvY6PL.jpg, 91JNezJ%2BqfL.jpg, A15H2odxmSL.jpg, A1YRpUSlreL.jpg, 81MxPva4kAL.jpg, 71dnZ2cwNsL.jpg",,,1.1811in,8.189in,9.0945in,0.5997lb,LargeStandardSize,B01MYX9S2I,8851,"$123,825.49",,
https://www.amazon.com/dp/B07YMTB4JK,TREELANCE,"TREELANCE Organic Cotton Yoga Workout Tank Top Spiritual Moon Shirts Tops Tees for Women (XS, Black Chakras)","Clothing, Shoes & Jewelry/Departments/Women/Clothing/Tops, Tees & Blouses/Tanks & Camis & Clothing, Shoes & Jewelry/Departments/Women/Shops",25409,"$13,373.31",$19.99,$13.78,669,392,0,4.2,FBA,1.71,--,"$9,218.82",,"81ubV-A2DDL.jpg, 91%2BwLnLlqSL.jpg, 71dvosxdkpL.jpg, 81acLsEm2oL.jpg, A1HahWbjeXL.jpg, 91QgCgUGqBL.jpg, 51R2D-EHqrL.jpg",,,0.9055in,7.2047in,9.2126in,0.2006lb,LargeStandardSize,B07YMTB4JK,,,,
https://www.amazon.com/dp/B07YMRWQN6,TREELANCE,"TREELANCE Organic Cotton Yoga Workout Tank Top Spiritual Moon Shirts Tops Tees for Women (XS, Black with White Moons)","Clothing, Shoes & Jewelry/Departments/Women/Clothing/Tops, Tees & Blouses/Tanks & Camis & Clothing, Shoes & Jewelry/Departments/Women/Shops",24729,"$13,073.46",$19.99,$13.78,654,392,0,4.2,FBA,1.67,--,"$9,012.12",,"81onpXnB1eL.jpg, 81N07XSSVOL.jpg, A1tlywGjbgL.jpg, 91Lvp5C0L3L.jpg, 915g3tbq4cL.jpg, A1Wl8chXLXL.jpg, 51j%2Bj-KYKML.jpg",,,0.9055in,7.2047in,9.2126in,0.2006lb,LargeStandardSize,B07YMRWQN6,,,,
https://www.amazon.com/dp/B07YRBSRBR,TREELANCE,"TREELANCE Organic Cotton Yoga Workout Tank Top Spiritual Moon Shirts Tops Tees for Women (XS, Grey with Moons)","Clothing, Shoes & Jewelry/Departments/Women/Clothing/Tops, Tees & Blouses/Tanks & Camis & Clothing, Shoes & Jewelry/Departments/Women/Shops",25409,"$14,667.33",$21.99,$15.48,667,392,0,4.2,FBA,1.7,--,"$10,325.16",,"813-QUOUakL.jpg, 81f-BHITANL.jpg, 91-lM2Tx7tL.jpg, 81g-JReUYcL.jpg, 91PnaIKuEaL.jpg, 91UmlvjQ3WL.jpg",,,0.9055in,7.2047in,9.2126in,0.2006lb,LargeStandardSize,B07YRBSRBR,,,,
https://www.amazon.com/dp/B06XBZTGWV,TREELANCE,TREELANCE Organic Cotton Yoga Tank Tops. Yoga Shirts for Women. Black Compassion Small.,"Sports & Outdoors/Categories/Sports & Fitness/Exercise & Fitness/Yoga/Clothing/Women/Shirts & Sports & Outdoors/Categories/Sports & Fitness/Clothing/Women/Shirts & Sports & Outdoors/Sports & Fitness Features & Clothing, Shoes & Jewelry/Departments/Women/Clothing/Active/Active Shirts & Tees & Clothing, Shoes & Jewelry/Departments/Women/Shops",25409,"$9,681.08",$13.99,$8.68,692,392,0.026,4.2,FBA,1.77,2016-07-03,"$6,006.56",,"61wO-tPUDSL.jpg, 51JcQFoJvzL.jpg, 81-Ux8BibBL.jpg, 71A6XscjBvL.jpg, 911DTUVUOTL.jpg, 91G-ezXXdiL.jpg, 61498gDIslL.jpg",,,0.9055in,7.2047in,9.2126in,0.2006lb,LargeStandardSize,B06XBZTGWV,8717,"$121,950.83",,
https://www.amazon.com/dp/B07YMRZY2S,TREELANCE,"TREELANCE Organic Cotton Yoga Workout Tank Top Spiritual Moon Shirts Tops Tees for Women (XS, Black I Love Handstands)","Clothing, Shoes & Jewelry/Departments/Women/Clothing/Tops, Tees & Blouses/Tanks & Camis & Clothing, Shoes & Jewelry/Departments/Women/Shops",25409,"$13,613.19",$19.99,$13.78,681,392,0,4.2,FBA,1.74,--,"$9,384.18",,"71KHyrIqf-L.jpg, 91tJjJeOdCL.jpg, 914MJDl2KqL.jpg, 91qLWNksXmL.jpg, 91duOA-4BGL.jpg, 81zrcdy4%2BSL.jpg, 81z37xu-DyL.jpg",,,0.9055in,7.2047in,9.2126in,0.2006lb,LargeStandardSize,B07YMRZY2S,,,,
https://www.amazon.com/dp/B07TV8LBQS,Disney,Disney Lion King Rafiki Positive Vibes Meditation Portrait T-Shirt,"Clothing, Shoes & Jewelry/Departments/Women/Shops & Clothing, Shoes & Jewelry/Departments/Men/Shops & Clothing, Shoes & Jewelry/Departments/Girls & Clothing, Shoes & Jewelry/Departments/Boys & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Women & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Men/Shirts/T-Shirts & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Girls & Clothing, Shoes & Jewelry/Departments/Novelty & More/Clothing/Novelty/Boys",522525,$413.82,$22.99,$16.32,18,2,0,4,AMZN,9,--,$293.76,,711TSPUh5kL.jpg,,,0.9843in,7.9921in,10in,0.2998lb,LargeStandardSize,B07TV8LBQS,,,,
https://www.amazon.com/dp/B076KZPYWT,Joob Joob,"JOOP JOOP Bohemian Tapered Elephant Harem Loose Yoga Travel Lounge Pants,Onyx,Large / X-Large","Clothing, Shoes & Jewelry/Departments/Women/Clothing & Clothing, Shoes & Jewelry/Departments/Women/Shops",3848,"$51,713.95",$17.95,$12.83,2881,1160,0.184,3.8,FBA,2.48,2017-10-16,"$36,963.23",,"812rwEwB4IL.jpg, 817Rx2R8cPL.jpg, 81Yp35BrxFL.jpg, 81%2BGCStq5qL.jpg, 911nPa6qC-L.jpg, 91TIm02vb0L.jpg",,,0.7087in,7.5197in,11.2992in,0.3505lb,SmallStandardSize,B076KZPYWT,66101,"$1,186,512.95",,
https://www.amazon.com/dp/B076KLCX73,Joob Joob,"JOOP JOOP Bohemian Tapered Elephant Harem Loose Yoga Pants,Crimson,S/M","Clothing, Shoes & Jewelry/Departments/Women/Clothing & Clothing, Shoes & Jewelry/Departments/Women/Shops",4158,"$49,990.75",$17.95,$12.04,2785,1160,0.191,3.8,FBA,2.4,2017-10-16,"$33,531.40",,"81dEYT0wIbL.jpg, 81u2jVwsfbL.jpg, 91Nxe5-P2RL.jpg, 71vba-4GxjL.jpg, 912RjnnQfCL.jpg, 81Y8jZyUDAL.jpg, 71PBbWnNBuL.jpg",,,0.7874in,7.7953in,11.4173in,0.2998lb,LargeStandardSize,B076KLCX73,65324,"$1,172,565.80",,
https://www.amazon.com/dp/B07BLMH14N,Joob Joob,"Joop Joop Bohemian Tapered Elephant Harem Loose, Light Blue, Size Small - Medium","Clothing, Shoes & Jewelry/Departments/Women/Clothing/Pants & Clothing, Shoes & Jewelry/Departments/Women/Shops",4158,"$50,116.40",$17.95,$12.05,2792,1160,0.188,3.8,FBA,2.41,2018-04-15,"$33,643.60",,"91mf8FGj-rL.jpg, 91PRox%2BTAGL.jpg, 910nl6O2qJL.jpg, 81j6f-L1XwL.jpg, 91QqLasGHRL.jpg, A1s2QC0cE9L.jpg, 81zixEjJ0FL.jpg",,,1.1811in,5.5906in,7.3228in,0.2491lb,LargeStandardSize,B07BLMH14N,66766,"$1,198,449.70",,
https://www.amazon.com/dp/B07BLMJ9JT,Joob Joob,"Joop Joop Bohemian Tapered Elephant Harem Loose Yoga Travel Lounge Pants (S/M, Jet)","Clothing, Shoes & Jewelry/Departments/Women/Clothing & Clothing, Shoes & Jewelry/Departments/Women/Shops",4158,"$50,690.80",$17.95,$12.03,2824,1160,0.186,3.8,FBA,2.43,2018-04-15,"$33,972.72",,"71XQeJYMWxL.jpg, 71hFrMFR2qL.jpg, 71k8VyMhdPL.jpg, 71GG8h5WOxL.jpg, 81n%2BAqtaqAL.jpg, 71h7Xygo4AL.jpg",,,1.1024in,7.5197in,11.4961in,0.2006lb,LargeStandardSize,B07BLMJ9JT,66705,"$1,197,354.75",,
